id,name,ram,disk,bandwidth,price,driver_name
1765203,c4a-highcpu-2,4096,0,0.0,,Google Compute Engine
1765207,c4a-highcpu-32,65536,0,0.0,,Google Compute Engine
1765204,c4a-highcpu-4,8192,0,0.0,,Google Compute Engine
1765208,c4a-highcpu-48,98304,0,0.0,,Google Compute Engine
1765209,c4a-highcpu-64,131072,0,0.0,,Google Compute Engine
1765210,c4a-highcpu-72,147456,0,0.0,,Google Compute Engine
1765205,c4a-highcpu-8,16384,0,0.0,,Google Compute Engine
1765211,c4a-highmem-1,8192,0,0.0,,Google Compute Engine
1765215,c4a-highmem-16,131072,0,0.0,,Google Compute Engine
1765212,c4a-highmem-2,16384,0,0.0,,Google Compute Engine
1765216,c4a-highmem-32,262144,0,0.0,,Google Compute Engine
1765213,c4a-highmem-4,32768,0,0.0,,Google Compute Engine
1765217,c4a-highmem-48,393216,0,0.0,,Google Compute Engine
1765218,c4a-highmem-64,524288,0,0.0,,Google Compute Engine
1765219,c4a-highmem-72,589824,0,0.0,,Google Compute Engine
1765214,c4a-highmem-8,65536,0,0.0,,Google Compute Engine
1765193,c4a-standard-1,4096,0,0.0,,Google Compute Engine
1765197,c4a-standard-16,65536,0,0.0,,Google Compute Engine
1765194,c4a-standard-2,8192,0,0.0,,Google Compute Engine
1765198,c4a-standard-32,131072,0,0.0,,Google Compute Engine
1765195,c4a-standard-4,16384,0,0.0,,Google Compute Engine
1765199,c4a-standard-48,196608,0,0.0,,Google Compute Engine
1765200,c4a-standard-64,262144,0,0.0,,Google Compute Engine
1765201,c4a-standard-72,294912,0,0.0,,Google Compute Engine
1765196,c4a-standard-8,32768,0,0.0,,Google Compute Engine
700094,ct3-hightpu-4t,348160,0,0.0,,Google Compute Engine
700095,ct3p-hightpu-4t,348160,0,0.0,,Google Compute Engine
1741014,ct6e-standard-1t,180224,0,0.0,,Google Compute Engine
1741015,ct6e-standard-4t,737280,0,0.0,,Google Compute Engine
1741017,ct6e-standard-8t,1474560,0,0.0,,Google Compute Engine
337016,e2-highcpu-16,16384,0,0.0,0.39576192,Google Compute Engine
337002,e2-highcpu-2,2048,0,0.0,0.04947024,Google Compute Engine
337032,e2-highcpu-32,32768,0,0.0,0.79152384,Google Compute Engine
337004,e2-highcpu-4,4096,0,0.0,0.09894048,Google Compute Engine
337008,e2-highcpu-8,8192,0,0.0,0.19788096,Google Compute Engine
336016,e2-highmem-16,131072,0,0.0,0.7231972799999999,Google Compute Engine
336002,e2-highmem-2,16384,0,0.0,0.09039965999999999,Google Compute Engine
336004,e2-highmem-4,32768,0,0.0,0.18079931999999999,Google Compute Engine
336008,e2-highmem-8,65536,0,0.0,0.36159863999999997,Google Compute Engine
334004,e2-medium,4096,0,0.0,0.0553173,Google Compute Engine
334002,e2-micro,1024,0,0.0,0.04654671,Google Compute Engine
334003,e2-small,2048,0,0.0,0.04947024,Google Compute Engine
335016,e2-standard-16,65536,0,0.0,0.53609136,Google Compute Engine
335002,e2-standard-2,8192,0,0.0,0.06701142,Google Compute Engine
335032,e2-standard-32,131072,0,0.0,1.07218272,Google Compute Engine
335004,e2-standard-4,16384,0,0.0,0.13402284,Google Compute Engine
335008,e2-standard-8,32768,0,0.0,0.26804568,Google Compute Engine
1000,f1-micro,614,0,0.0,,Google Compute Engine
